id	estRows	actRows	task	access object	execution info	operator info	memory	disk
Sort_10	8000.00	46	root		time:8m56.5s, loops:2, RU:129613.40	Column#19:desc, Column#18:desc	2.97 KB	0 Bytes
└─Projection_12	8000.00	46	root		time:8m56.5s, loops:6, Concurrency:5	Column#18, Column#19	7.42 KB	N/A
  └─HashAgg_13	8000.00	46	root		time:8m56.5s, loops:6, partial_worker:{wall_time:8m56.470003442s, concurrency:5, task_num:4398, tot_wait:44m41.977678932s, tot_exec:367.326926ms, tot_time:44m42.34987248s, max:8m56.469978062s, p95:8m56.469978062s}, final_worker:{wall_time:8m56.470110912s, concurrency:5, task_num:25, tot_wait:9.69µs, tot_exec:28.729µs, tot_time:44m42.350187728s, max:8m56.470079612s, p95:8m56.470079612s}	group by:Column#18, funcs:count(1)->Column#19, funcs:firstrow(Column#18)->Column#18	296.9 KB	0 Bytes
    └─HashAgg_14	8000.00	4500000	root		time:8m56.5s, loops:4399, partial_worker:{wall_time:8m55.613052814s, concurrency:5, task_num:44937, tot_wait:44m28.27247564s, tot_exec:9.370633397s, tot_time:44m38.06509151s, max:8m55.613022974s, p95:8m55.613022974s}, final_worker:{wall_time:8m56.469933441s, concurrency:5, task_num:25, tot_wait:58.261µs, tot_exec:2.568119961s, tot_time:44m42.058287431s, max:8m56.46985731s, p95:8m56.46985731s}	group by:tpch.customer.c_custkey, funcs:count(tpch.orders.o_orderkey)->Column#18	606.5 MB	0 Bytes
      └─HashJoin_16	10000.00	46012936	root		time:8m55.5s, loops:44938, build_hash_table:{total:13.5s, fetch:485ms, build:13s}, probe:{concurrency:5, total:44m37.6s, max:8m55.6s, probe:43m27.8s, fetch and wait:1m9.8s}	left outer join, equal:[eq(tpch.customer.c_custkey, tpch.orders.o_custkey)]	3.78 GB	4.00 GB
        ├─TableReader_22(Build)	8000.00	44512858	root		time:465.2ms, loops:43994, cop_task: {num: 1087, max: 300.7ms, min: 711.6µs, avg: 68.1ms, p95: 106.3ms, max_proc_keys: 51168, p95_proc_keys: 51168, tot_proc: 1m6.5s, tot_wait: 247.1ms, copr_cache_hit_ratio: 0.01, build_task_duration: 75.8µs, max_distsql_concurrency: 15}, rpc_info:{Cop:{num_rpc:1089, total_time:1m13.9s}, rpc_errors:{not_leader:2}}, backoff{regionMiss: 2ms}	data:Selection_21	48.9 MB	N/A
        │ └─Selection_21	8000.00	44512858	cop[tikv]		tikv_task:{proc max:288ms, min:0s, avg: 57.6ms, p80:76ms, p95:96ms, iters:48292, tasks:1087}, scan_detail: {total_process_keys: 44992448, total_process_keys_size: 6833625227, total_keys: 44993523, get_snapshot_time: 37.8ms, rocksdb: {key_skipped_count: 44992448, block: {cache_hit_count: 209898, read_count: 19930, read_byte: 174.0 MB, read_time: 110.1ms}}}, time_detail: {total_process_time: 1m6.5s, total_suspend_time: 126.8ms, total_wait_time: 247.1ms, total_kv_read_wall_time: 33.3s, tikv_wall_time: 1m7s}	not(like(tpch.orders.o_comment, "%pending%requests%", 92))	N/A	N/A
        │   └─TableFullScan_20	10000.00	45000000	cop[tikv]	table:orders	tikv_task:{proc max:84ms, min:0s, avg: 30.6ms, p80:44ms, p95:56ms, iters:48292, tasks:1087}	keep order:false, stats:pseudo	N/A	N/A
        └─TableReader_19(Probe)	10000.00	4500000	root		time:55.7ms, loops:4402, cop_task: {num: 121, max: 50.4ms, min: 812.7µs, avg: 26.9ms, p95: 46ms, max_proc_keys: 50144, p95_proc_keys: 50144, tot_proc: 2.86s, tot_wait: 64.8ms, copr_cache_hit_ratio: 0.14, build_task_duration: 30.2µs, max_distsql_concurrency: 4}, rpc_info:{Cop:{num_rpc:121, total_time:3.25s}}	data:TableFullScan_18	1.92 MB	N/A
          └─TableFullScan_18	10000.00	4500000	cop[tikv]	table:customer	tikv_task:{proc max:48ms, min:0s, avg: 24.7ms, p80:40ms, p95:40ms, iters:4878, tasks:121}, scan_detail: {total_process_keys: 4013120, total_process_keys_size: 108354240, total_keys: 4013224, get_snapshot_time: 46.9ms, rocksdb: {key_skipped_count: 4013120, block: {cache_hit_count: 26227, read_count: 699, read_byte: 8.07 MB, read_time: 6.86ms}}}, time_detail: {total_process_time: 2.86s, total_suspend_time: 7.93ms, total_wait_time: 64.8ms, total_kv_read_wall_time: 2.68s, tikv_wall_time: 2.95s}	keep order:false, stats:pseudo	N/A	N/A
