id	estRows	actRows	task	access object	execution info	operator info	memory	disk
Sort_10	1.00	2	root		time:8.91s, loops:2, RU:572410.56	tpch.lineitem.l_shipmode	1.12 KB	0 Bytes
└─Projection_12	1.00	2	root		time:8.91s, loops:3, Concurrency:OFF	tpch.lineitem.l_shipmode, Column#26, Column#27	3.43 KB	N/A
  └─HashAgg_13	1.00	2	root		time:8.91s, loops:3, partial_worker:{wall_time:8.912443776s, concurrency:5, task_num:915, tot_wait:44.272338011s, tot_exec:281.485522ms, tot_time:44.561878799s, max:8.912378978s, p95:8.912378978s}, final_worker:{wall_time:8.912489425s, concurrency:5, task_num:13, tot_wait:118.78µs, tot_exec:6.137µs, tot_time:44.56217272s, max:8.912451858s, p95:8.912451858s}	group by:Column#30, funcs:sum(Column#28)->Column#26, funcs:sum(Column#29)->Column#27, funcs:firstrow(Column#30)->tpch.lineitem.l_shipmode	1.20 MB	0 Bytes
    └─Projection_49	0.50	936058	root		time:8.9s, loops:916, Concurrency:OFF	cast(case(or(eq(tpch.orders.o_orderpriority, 1-URGENT), eq(tpch.orders.o_orderpriority, 2-HIGH)), 1, 0), decimal(20,0) BINARY)->Column#28, cast(case(and(ne(tpch.orders.o_orderpriority, 1-URGENT), ne(tpch.orders.o_orderpriority, 2-HIGH)), 1, 0), decimal(20,0) BINARY)->Column#29, tpch.lineitem.l_shipmode->Column#30	504.4 KB	N/A
      └─Projection_14	0.50	936058	root		time:8.52s, loops:916, Concurrency:OFF	tpch.orders.o_orderpriority, tpch.lineitem.l_shipmode	585.1 KB	N/A
        └─IndexJoin_20	0.50	936058	root		time:8.52s, loops:916, inner:{total:7.51s, concurrency:5, task:40, construct:782.7ms, fetch:6.49s, build:238.5ms}, probe:324.3ms	inner join, inner:TableReader_17, outer key:tpch.lineitem.l_orderkey, inner key:tpch.orders.o_orderkey, equal cond:eq(tpch.lineitem.l_orderkey, tpch.orders.o_orderkey)	9.28 MB	N/A
          ├─TableReader_45(Build)	0.40	936058	root		time:8.75s, loops:915, cop_task: {num: 792, max: 480ms, min: 611.5µs, avg: 158.2ms, p95: 400.1ms, max_proc_keys: 756708, p95_proc_keys: 602620, tot_proc: 2m3.7s, tot_wait: 429.4ms, copr_cache_hit_ratio: 0.06, build_task_duration: 71.3µs, max_distsql_concurrency: 15}, rpc_info:{Cop:{num_rpc:792, total_time:2m5.3s}}	data:Selection_44	378.8 KB	N/A
          │ └─Selection_44	0.40	936058	cop[tikv]		tikv_task:{proc max:472ms, min:12ms, avg: 159.8ms, p80:276ms, p95:396ms, iters:179050, tasks:792}, scan_detail: {total_process_keys: 175505572, total_process_keys_size: 34496634241, total_keys: 175506316, get_snapshot_time: 156.8ms, rocksdb: {key_skipped_count: 175505572, block: {cache_hit_count: 1090020}}}, time_detail: {total_process_time: 2m3.7s, total_suspend_time: 213.8ms, total_wait_time: 429.4ms, total_kv_read_wall_time: 1m39.5s, tikv_wall_time: 2m4.3s}	ge(tpch.lineitem.l_receiptdate, 1995-01-01), in(tpch.lineitem.l_shipmode, "REG AIR", "RAIL"), lt(tpch.lineitem.l_commitdate, tpch.lineitem.l_receiptdate), lt(tpch.lineitem.l_receiptdate, 1996-01-01), lt(tpch.lineitem.l_shipdate, tpch.lineitem.l_commitdate)	N/A	N/A
          │   └─TableFullScan_43	10000.00	179998372	cop[tikv]	table:lineitem	tikv_task:{proc max:392ms, min:8ms, avg: 129.5ms, p80:228ms, p95:320ms, iters:179050, tasks:792}	keep order:false, stats:pseudo	N/A	N/A
          └─TableReader_17(Probe)	0.40	877779	root		time:5.95s, loops:962, cop_task: {num: 751, max: 56.6ms, min: 1.2ms, avg: 16.5ms, p95: 38.2ms, max_proc_keys: 5088, p95_proc_keys: 3040, tot_proc: 6.09s, tot_wait: 1.33s, copr_cache_hit_ratio: 0.01, build_task_duration: 123.8ms, max_distsql_concurrency: 5}, rpc_info:{Cop:{num_rpc:751, total_time:12.4s}}	data:TableRangeScan_16	N/A	N/A
            └─TableRangeScan_16	0.40	877779	cop[tikv]	table:orders	tikv_task:{proc max:48ms, min:0s, avg: 9.59ms, p80:16ms, p95:28ms, iters:3635, tasks:751}, scan_detail: {total_process_keys: 876297, total_process_keys_size: 133104624, total_keys: 891770, get_snapshot_time: 48.2ms, rocksdb: {key_skipped_count: 30021, block: {cache_hit_count: 1107248}}}, time_detail: {total_process_time: 6.09s, total_suspend_time: 1.22s, total_wait_time: 1.33s, total_kv_read_wall_time: 7.19s, tikv_wall_time: 9.86s}	range: decided by [tpch.lineitem.l_orderkey], keep order:false, stats:pseudo	N/A	N/A
