TYPE	INSTANCE	DEVICE_TYPE	DEVICE_NAME	NAME	VALUE
tidb	10.0.1.20:4000	cpu	cpu	cpu-arch	amd64
tidb	10.0.1.20:4000	cpu	cpu	cpu-logical-cores	12
tidb	10.0.1.20:4000	cpu	cpu	cpu-physical-cores	12
tidb	10.0.1.20:4000	cpu	cpu	cpu-frequency	2396.40MHz
tidb	10.0.1.20:4000	cpu	cpu	cache	1024
tidb	10.0.1.20:4000	disk	sda1	fstype	ext4
tidb	10.0.1.20:4000	disk	sda1	opts	rw,relatime
tidb	10.0.1.20:4000	disk	sda1	path	/
tidb	10.0.1.20:4000	disk	sda1	total	483632488448
tidb	10.0.1.20:4000	disk	sda1	free	440657641472
tidb	10.0.1.20:4000	disk	sda1	used	23268679680
tidb	10.0.1.20:4000	disk	sda1	free-percent	0.95
tidb	10.0.1.20:4000	disk	sda1	used-percent	0.05
tidb	10.0.1.20:4000	disk	sda15	fstype	vfat
tidb	10.0.1.20:4000	disk	sda15	opts	rw,relatime
tidb	10.0.1.20:4000	disk	sda15	path	/boot/efi
tidb	10.0.1.20:4000	disk	sda15	total	264281088
tidb	10.0.1.20:4000	disk	sda15	free	264136192
tidb	10.0.1.20:4000	disk	sda15	used	144896
tidb	10.0.1.20:4000	disk	sda15	free-percent	1.00
tidb	10.0.1.20:4000	disk	sda15	used-percent	0.00
tidb	10.0.1.20:4000	memory	memory	capacity	24592850944
tidb	10.0.1.20:4000	net	enp7s0	mac	86:00:00:5f:2c:32
tidb	10.0.1.20:4000	net	enp7s0	is-up	true
tidb	10.0.1.20:4000	net	enp7s0	is-broadcast	true
tidb	10.0.1.20:4000	net	enp7s0	is-multicast	true
tidb	10.0.1.20:4000	net	enp7s0	is-loopback	false
tidb	10.0.1.20:4000	net	enp7s0	is-point-to-point	false
tidb	10.0.1.20:4000	net	enp7s0	addresses	10.0.1.20/32,fe80::8400:ff:fe5f:2c32/64
tidb	10.0.1.20:4000	net	eth0	mac	92:00:07:b1:64:b9
tidb	10.0.1.20:4000	net	eth0	is-up	true
tidb	10.0.1.20:4000	net	eth0	is-broadcast	true
tidb	10.0.1.20:4000	net	eth0	is-multicast	true
tidb	10.0.1.20:4000	net	eth0	is-loopback	false
tidb	10.0.1.20:4000	net	eth0	is-point-to-point	false
tidb	10.0.1.20:4000	net	eth0	addresses	100.64.67.4/32,2a01:4f8:1c1a:857::1/64,fe80::9000:7ff:feb1:64b9/64
tidb	10.0.1.20:4000	net	lo	mac	
tidb	10.0.1.20:4000	net	lo	is-up	true
tidb	10.0.1.20:4000	net	lo	is-broadcast	false
tidb	10.0.1.20:4000	net	lo	is-multicast	false
tidb	10.0.1.20:4000	net	lo	is-loopback	true
tidb	10.0.1.20:4000	net	lo	is-point-to-point	false
tidb	10.0.1.20:4000	net	lo	addresses	127.0.0.1/8,::1/128
pd	10.0.1.22:2379	cpu	cpu	cpu-arch	amd64
pd	10.0.1.22:2379	cpu	cpu	cpu-logical-cores	12
pd	10.0.1.22:2379	cpu	cpu	cpu-physical-cores	12
pd	10.0.1.22:2379	cpu	cpu	cpu-frequency	2399.96MHz
pd	10.0.1.22:2379	cpu	cpu	cache	1024
pd	10.0.1.22:2379	disk	sda1	fstype	ext4
pd	10.0.1.22:2379	disk	sda1	opts	rw,relatime
pd	10.0.1.22:2379	disk	sda1	path	/
pd	10.0.1.22:2379	disk	sda1	total	483632488448
pd	10.0.1.22:2379	disk	sda1	free	441570918400
pd	10.0.1.22:2379	disk	sda1	used	22355402752
pd	10.0.1.22:2379	disk	sda1	free-percent	0.95
pd	10.0.1.22:2379	disk	sda1	used-percent	0.05
pd	10.0.1.22:2379	disk	sda15	fstype	vfat
pd	10.0.1.22:2379	disk	sda15	opts	rw,relatime
pd	10.0.1.22:2379	disk	sda15	path	/boot/efi
pd	10.0.1.22:2379	disk	sda15	total	264281088
pd	10.0.1.22:2379	disk	sda15	free	264136192
pd	10.0.1.22:2379	disk	sda15	used	144896
pd	10.0.1.22:2379	disk	sda15	free-percent	1.00
pd	10.0.1.22:2379	disk	sda15	used-percent	0.00
pd	10.0.1.22:2379	memory	memory	capacity	24592850944
pd	10.0.1.22:2379	net	enp7s0	mac	86:00:00:5f:2c:31
pd	10.0.1.22:2379	net	enp7s0	is-up	true
pd	10.0.1.22:2379	net	enp7s0	is-broadcast	true
pd	10.0.1.22:2379	net	enp7s0	is-multicast	true
pd	10.0.1.22:2379	net	enp7s0	is-loopback	false
pd	10.0.1.22:2379	net	enp7s0	is-point-to-point	false
pd	10.0.1.22:2379	net	enp7s0	addresses	10.0.1.22/32,fe80::8400:ff:fe5f:2c31/64
pd	10.0.1.22:2379	net	eth0	mac	92:00:07:b1:64:b8
pd	10.0.1.22:2379	net	eth0	is-up	true
pd	10.0.1.22:2379	net	eth0	is-broadcast	true
pd	10.0.1.22:2379	net	eth0	is-multicast	true
pd	10.0.1.22:2379	net	eth0	is-loopback	false
pd	10.0.1.22:2379	net	eth0	is-point-to-point	false
pd	10.0.1.22:2379	net	eth0	addresses	100.64.12.26/32,2a01:4f8:1c1a:eaa8::1/64,fe80::9000:7ff:feb1:64b8/64
pd	10.0.1.22:2379	net	lo	mac	
pd	10.0.1.22:2379	net	lo	is-up	true
pd	10.0.1.22:2379	net	lo	is-broadcast	false
