TYPE	INSTANCE	DEVICE_TYPE	DEVICE_NAME	NAME	VALUE
tidb	10.0.1.21:4000	cpu	cpu	cpu-arch	amd64
tidb	10.0.1.21:4000	cpu	cpu	cpu-logical-cores	12
tidb	10.0.1.21:4000	cpu	cpu	cpu-physical-cores	12
tidb	10.0.1.21:4000	cpu	cpu	cpu-frequency	2396.40MHz
tidb	10.0.1.21:4000	cpu	cpu	cache	1024
tidb	10.0.1.21:4000	disk	sda1	fstype	ext4
tidb	10.0.1.21:4000	disk	sda1	opts	rw,relatime
tidb	10.0.1.21:4000	disk	sda1	path	/
tidb	10.0.1.21:4000	disk	sda1	total	483632488448
tidb	10.0.1.21:4000	disk	sda1	free	462309330944
tidb	10.0.1.21:4000	disk	sda1	used	1616990208
tidb	10.0.1.21:4000	disk	sda1	free-percent	1.00
tidb	10.0.1.21:4000	disk	sda1	used-percent	0.00
tidb	10.0.1.21:4000	disk	sda15	fstype	vfat
tidb	10.0.1.21:4000	disk	sda15	opts	rw,relatime
tidb	10.0.1.21:4000	disk	sda15	path	/boot/efi
tidb	10.0.1.21:4000	disk	sda15	total	264281088
tidb	10.0.1.21:4000	disk	sda15	free	264136192
tidb	10.0.1.21:4000	disk	sda15	used	144896
tidb	10.0.1.21:4000	disk	sda15	free-percent	1.00
tidb	10.0.1.21:4000	disk	sda15	used-percent	0.00
tidb	10.0.1.21:4000	memory	memory	capacity	24592850944
tidb	10.0.1.21:4000	net	enp7s0	mac	86:00:00:61:b2:48
tidb	10.0.1.21:4000	net	enp7s0	is-up	true
tidb	10.0.1.21:4000	net	enp7s0	is-broadcast	true
tidb	10.0.1.21:4000	net	enp7s0	is-multicast	true
tidb	10.0.1.21:4000	net	enp7s0	is-loopback	false
tidb	10.0.1.21:4000	net	enp7s0	is-point-to-point	false
tidb	10.0.1.21:4000	net	enp7s0	addresses	10.0.1.21/32,fe80::8400:ff:fe61:b248/64
tidb	10.0.1.21:4000	net	eth0	mac	92:00:07:a3:55:48
tidb	10.0.1.21:4000	net	eth0	is-up	true
tidb	10.0.1.21:4000	net	eth0	is-broadcast	true
tidb	10.0.1.21:4000	net	eth0	is-multicast	true
tidb	10.0.1.21:4000	net	eth0	is-loopback	false
tidb	10.0.1.21:4000	net	eth0	is-point-to-point	false
tidb	10.0.1.21:4000	net	eth0	addresses	100.64.165.183/32,2a01:4f8:1c18:c832::1/64,fe80::9000:7ff:fea3:5548/64
tidb	10.0.1.21:4000	net	lo	mac	
tidb	10.0.1.21:4000	net	lo	is-up	true
tidb	10.0.1.21:4000	net	lo	is-broadcast	false
tidb	10.0.1.21:4000	net	lo	is-multicast	false
tidb	10.0.1.21:4000	net	lo	is-loopback	true
tidb	10.0.1.21:4000	net	lo	is-point-to-point	false
tidb	10.0.1.21:4000	net	lo	addresses	127.0.0.1/8,::1/128
tidb	10.0.1.20:4000	cpu	cpu	cpu-arch	amd64
tidb	10.0.1.20:4000	cpu	cpu	cpu-logical-cores	12
tidb	10.0.1.20:4000	cpu	cpu	cpu-physical-cores	12
tidb	10.0.1.20:4000	cpu	cpu	cpu-frequency	2396.40MHz
tidb	10.0.1.20:4000	cpu	cpu	cache	1024
tidb	10.0.1.20:4000	disk	sda1	fstype	ext4
tidb	10.0.1.20:4000	disk	sda1	opts	rw,relatime
tidb	10.0.1.20:4000	disk	sda1	path	/
tidb	10.0.1.20:4000	disk	sda1	total	483632488448
tidb	10.0.1.20:4000	disk	sda1	free	460802945024
tidb	10.0.1.20:4000	disk	sda1	used	3123376128
tidb	10.0.1.20:4000	disk	sda1	free-percent	0.99
tidb	10.0.1.20:4000	disk	sda1	used-percent	0.01
tidb	10.0.1.20:4000	disk	sda15	fstype	vfat
tidb	10.0.1.20:4000	disk	sda15	opts	rw,relatime
tidb	10.0.1.20:4000	disk	sda15	path	/boot/efi
tidb	10.0.1.20:4000	disk	sda15	total	264281088
tidb	10.0.1.20:4000	disk	sda15	free	264136192
tidb	10.0.1.20:4000	disk	sda15	used	144896
tidb	10.0.1.20:4000	disk	sda15	free-percent	1.00
tidb	10.0.1.20:4000	disk	sda15	used-percent	0.00
tidb	10.0.1.20:4000	memory	memory	capacity	24592846848
tidb	10.0.1.20:4000	net	enp7s0	mac	86:00:00:61:b2:52
tidb	10.0.1.20:4000	net	enp7s0	is-up	true
tidb	10.0.1.20:4000	net	enp7s0	is-broadcast	true
tidb	10.0.1.20:4000	net	enp7s0	is-multicast	true
tidb	10.0.1.20:4000	net	enp7s0	is-loopback	false
tidb	10.0.1.20:4000	net	enp7s0	is-point-to-point	false
tidb	10.0.1.20:4000	net	enp7s0	addresses	10.0.1.20/32,fe80::8400:ff:fe61:b252/64
tidb	10.0.1.20:4000	net	eth0	mac	92:00:07:a3:55:44
tidb	10.0.1.20:4000	net	eth0	is-up	true
tidb	10.0.1.20:4000	net	eth0	is-broadcast	true
tidb	10.0.1.20:4000	net	eth0	is-multicast	true
tidb	10.0.1.20:4000	net	eth0	is-loopback	false
tidb	10.0.1.20:4000	net	eth0	is-point-to-point	false
tidb	10.0.1.20:4000	net	eth0	addresses	100.64.165.212/32,2a01:4f8:1c18:a392::1/64,fe80::9000:7ff:fea3:5544/64
tidb	10.0.1.20:4000	net	lo	mac	
tidb	10.0.1.20:4000	net	lo	is-up	true
tidb	10.0.1.20:4000	net	lo	is-broadcast	false
tidb	10.0.1.20:4000	net	lo	is-multicast	false
tidb	10.0.1.20:4000	net	lo	is-loopback	true
tidb	10.0.1.20:4000	net	lo	is-point-to-point	false
tidb	10.0.1.20:4000	net	lo	addresses	127.0.0.1/8,::1/128
tidb	10.0.1.22:4000	cpu	cpu	cpu-arch	amd64
tidb	10.0.1.22:4000	cpu	cpu	cpu-logical-cores	12
tidb	10.0.1.22:4000	cpu	cpu	cpu-physical-cores	12
tidb	10.0.1.22:4000	cpu	cpu	cpu-frequency	2396.40MHz
tidb	10.0.1.22:4000	cpu	cpu	cache	1024
tidb	10.0.1.22:4000	disk	sda1	fstype	ext4
tidb	10.0.1.22:4000	disk	sda1	opts	rw,relatime
tidb	10.0.1.22:4000	disk	sda1	path	/
tidb	10.0.1.22:4000	disk	sda1	total	483632488448
tidb	10.0.1.22:4000	disk	sda1	free	462303514624
tidb	10.0.1.22:4000	disk	sda1	used	1622806528
tidb	10.0.1.22:4000	disk	sda1	free-percent	1.00
tidb	10.0.1.22:4000	disk	sda1	used-percent	0.00
tidb	10.0.1.22:4000	disk	sda15	fstype	vfat
tidb	10.0.1.22:4000	disk	sda15	opts	rw,relatime
tidb	10.0.1.22:4000	disk	sda15	path	/boot/efi
tidb	10.0.1.22:4000	disk	sda15	total	264281088
tidb	10.0.1.22:4000	disk	sda15	free	264136192
tidb	10.0.1.22:4000	disk	sda15	used	144896
tidb	10.0.1.22:4000	disk	sda15	free-percent	1.00
tidb	10.0.1.22:4000	disk	sda15	used-percent	0.00
tidb	10.0.1.22:4000	memory	memory	capacity	24592850944
tidb	10.0.1.22:4000	net	enp7s0	mac	86:00:00:61:b2:4d
tidb	10.0.1.22:4000	net	enp7s0	is-up	true
tidb	10.0.1.22:4000	net	enp7s0	is-broadcast	true
tidb	10.0.1.22:4000	net	enp7s0	is-multicast	true
tidb	10.0.1.22:4000	net	enp7s0	is-loopback	false
tidb	10.0.1.22:4000	net	enp7s0	is-point-to-point	false
tidb	10.0.1.22:4000	net	enp7s0	addresses	10.0.1.22/32,fe80::8400:ff:fe61:b24d/64
tidb	10.0.1.22:4000	net	eth0	mac	92:00:07:a3:55:46
tidb	10.0.1.22:4000	net	eth0	is-up	true
tidb	10.0.1.22:4000	net	eth0	is-broadcast	true
tidb	10.0.1.22:4000	net	eth0	is-multicast	true
tidb	10.0.1.22:4000	net	eth0	is-loopback	false
tidb	10.0.1.22:4000	net	eth0	is-point-to-point	false
tidb	10.0.1.22:4000	net	eth0	addresses	100.64.130.90/32,2a01:4f8:1c18:a0c2::1/64,fe80::9000:7ff:fea3:5546/64
tidb	10.0.1.22:4000	net	lo	mac	
tidb	10.0.1.22:4000	net	lo	is-up	true
tidb	10.0.1.22:4000	net	lo	is-broadcast	false
tidb	10.0.1.22:4000	net	lo	is-multicast	false
tidb	10.0.1.22:4000	net	lo	is-loopback	true
tidb	10.0.1.22:4000	net	lo	is-point-to-point	false
tidb	10.0.1.22:4000	net	lo	addresses	127.0.0.1/8,::1/128
pd	10.0.1.22:2379	cpu	cpu	cpu-arch	amd64
pd	10.0.1.22:2379	cpu	cpu	cpu-logical-cores	12
pd	10.0.1.22:2379	cpu	cpu	cpu-physical-cores	12
pd	10.0.1.22:2379	cpu	cpu	cpu-frequency	2396.40MHz
pd	10.0.1.22:2379	cpu	cpu	cache	1024
pd	10.0.1.22:2379	disk	sda1	fstype	ext4
pd	10.0.1.22:2379	disk	sda1	opts	rw,relatime
pd	10.0.1.22:2379	disk	sda1	path	/
pd	10.0.1.22:2379	disk	sda1	total	483632488448
pd	10.0.1.22:2379	disk	sda1	free	462303514624
pd	10.0.1.22:2379	disk	sda1	used	1622806528
pd	10.0.1.22:2379	disk	sda1	free-percent	1.00
pd	10.0.1.22:2379	disk	sda1	used-percent	0.00
pd	10.0.1.22:2379	disk	sda15	fstype	vfat
pd	10.0.1.22:2379	disk	sda15	opts	rw,relatime
pd	10.0.1.22:2379	disk	sda15	path	/boot/efi
pd	10.0.1.22:2379	disk	sda15	total	264281088
pd	10.0.1.22:2379	disk	sda15	free	264136192
pd	10.0.1.22:2379	disk	sda15	used	144896
pd	10.0.1.22:2379	disk	sda15	free-percent	1.00
pd	10.0.1.22:2379	disk	sda15	used-percent	0.00
pd	10.0.1.22:2379	memory	memory	capacity	24592850944
pd	10.0.1.22:2379	net	enp7s0	mac	86:00:00:61:b2:4d
pd	10.0.1.22:2379	net	enp7s0	is-up	true
pd	10.0.1.22:2379	net	enp7s0	is-broadcast	true
pd	10.0.1.22:2379	net	enp7s0	is-multicast	true
pd	10.0.1.22:2379	net	enp7s0	is-loopback	false
pd	10.0.1.22:2379	net	enp7s0	is-point-to-point	false
pd	10.0.1.22:2379	net	enp7s0	addresses	10.0.1.22/32,fe80::8400:ff:fe61:b24d/64
pd	10.0.1.22:2379	net	eth0	mac	92:00:07:a3:55:46
pd	10.0.1.22:2379	net	eth0	is-up	true
pd	10.0.1.22:2379	net	eth0	is-broadcast	true
pd	10.0.1.22:2379	net	eth0	is-multicast	true
pd	10.0.1.22:2379	net	eth0	is-loopback	false
pd	10.0.1.22:2379	net	eth0	is-point-to-point	false
pd	10.0.1.22:2379	net	eth0	addresses	100.64.130.90/32,2a01:4f8:1c18:a0c2::1/64,fe80::9000:7ff:fea3:5546/64
pd	10.0.1.22:2379	net	lo	mac	
pd	10.0.1.22:2379	net	lo	is-up	true
pd	10.0.1.22:2379	net	lo	is-broadcast	false
pd	10.0.1.22:2379	net	lo	is-multicast	false
pd	10.0.1.22:2379	net	lo	is-loopback	true
pd	10.0.1.22:2379	net	lo	is-point-to-point	false
pd	10.0.1.22:2379	net	lo	addresses	127.0.0.1/8,::1/128
pd	10.0.1.20:2379	cpu	cpu	cpu-arch	amd64
pd	10.0.1.20:2379	cpu	cpu	cpu-logical-cores	12
pd	10.0.1.20:2379	cpu	cpu	cpu-physical-cores	12
pd	10.0.1.20:2379	cpu	cpu	cpu-frequency	2396.40MHz
pd	10.0.1.20:2379	cpu	cpu	cache	1024
pd	10.0.1.20:2379	disk	sda1	fstype	ext4
pd	10.0.1.20:2379	disk	sda1	opts	rw,relatime
pd	10.0.1.20:2379	disk	sda1	path	/
pd	10.0.1.20:2379	disk	sda1	total	483632488448
pd	10.0.1.20:2379	disk	sda1	free	460802945024
pd	10.0.1.20:2379	disk	sda1	used	3123376128
pd	10.0.1.20:2379	disk	sda1	free-percent	0.99
pd	10.0.1.20:2379	disk	sda1	used-percent	0.01
pd	10.0.1.20:2379	disk	sda15	fstype	vfat
pd	10.0.1.20:2379	disk	sda15	opts	rw,relatime
pd	10.0.1.20:2379	disk	sda15	path	/boot/efi
pd	10.0.1.20:2379	disk	sda15	total	264281088
pd	10.0.1.20:2379	disk	sda15	free	264136192
pd	10.0.1.20:2379	disk	sda15	used	144896
pd	10.0.1.20:2379	disk	sda15	free-percent	1.00
pd	10.0.1.20:2379	disk	sda15	used-percent	0.00
pd	10.0.1.20:2379	memory	memory	capacity	24592846848
pd	10.0.1.20:2379	net	enp7s0	mac	86:00:00:61:b2:52
pd	10.0.1.20:2379	net	enp7s0	is-up	true
pd	10.0.1.20:2379	net	enp7s0	is-broadcast	true
pd	10.0.1.20:2379	net	enp7s0	is-multicast	true
pd	10.0.1.20:2379	net	enp7s0	is-loopback	false
pd	10.0.1.20:2379	net	enp7s0	is-point-to-point	false
pd	10.0.1.20:2379	net	enp7s0	addresses	10.0.1.20/32,fe80::8400:ff:fe61:b252/64
pd	10.0.1.20:2379	net	eth0	mac	92:00:07:a3:55:44
pd	10.0.1.20:2379	net	eth0	is-up	true
pd	10.0.1.20:2379	net	eth0	is-broadcast	true
pd	10.0.1.20:2379	net	eth0	is-multicast	true
pd	10.0.1.20:2379	net	eth0	is-loopback	false
pd	10.0.1.20:2379	net	eth0	is-point-to-point	false
pd	10.0.1.20:2379	net	eth0	addresses	100.64.165.212/32,2a01:4f8:1c18:a392::1/64,fe80::9000:7ff:fea3:5544/64
pd	10.0.1.20:2379	net	lo	mac	
pd	10.0.1.20:2379	net	lo	is-up	true
pd	10.0.1.20:2379	net	lo	is-broadcast	false
pd	10.0.1.20:2379	net	lo	is-multicast	false
pd	10.0.1.20:2379	net	lo	is-loopback	true
pd	10.0.1.20:2379	net	lo	is-point-to-point	false
pd	10.0.1.20:2379	net	lo	addresses	127.0.0.1/8,::1/128
pd	10.0.1.21:2379	cpu	cpu	cpu-arch	amd64
pd	10.0.1.21:2379	cpu	cpu	cpu-logical-cores	12
pd	10.0.1.21:2379	cpu	cpu	cpu-physical-cores	12
pd	10.0.1.21:2379	cpu	cpu	cpu-frequency	2396.40MHz
pd	10.0.1.21:2379	cpu	cpu	cache	1024
pd	10.0.1.21:2379	disk	sda1	fstype	ext4
pd	10.0.1.21:2379	disk	sda1	opts	rw,relatime
pd	10.0.1.21:2379	disk	sda1	path	/
pd	10.0.1.21:2379	disk	sda1	total	483632488448
pd	10.0.1.21:2379	disk	sda1	free	462309330944
pd	10.0.1.21:2379	disk	sda1	used	1616990208
pd	10.0.1.21:2379	disk	sda1	free-percent	1.00
pd	10.0.1.21:2379	disk	sda1	used-percent	0.00
pd	10.0.1.21:2379	disk	sda15	fstype	vfat
pd	10.0.1.21:2379	disk	sda15	opts	rw,relatime
pd	10.0.1.21:2379	disk	sda15	path	/boot/efi
pd	10.0.1.21:2379	disk	sda15	total	264281088
pd	10.0.1.21:2379	disk	sda15	free	264136192
pd	10.0.1.21:2379	disk	sda15	used	144896
pd	10.0.1.21:2379	disk	sda15	free-percent	1.00
pd	10.0.1.21:2379	disk	sda15	used-percent	0.00
pd	10.0.1.21:2379	memory	memory	capacity	24592850944
pd	10.0.1.21:2379	net	enp7s0	mac	86:00:00:61:b2:48
pd	10.0.1.21:2379	net	enp7s0	is-up	true
pd	10.0.1.21:2379	net	enp7s0	is-broadcast	true
pd	10.0.1.21:2379	net	enp7s0	is-multicast	true
pd	10.0.1.21:2379	net	enp7s0	is-loopback	false
pd	10.0.1.21:2379	net	enp7s0	is-point-to-point	false
pd	10.0.1.21:2379	net	enp7s0	addresses	10.0.1.21/32,fe80::8400:ff:fe61:b248/64
pd	10.0.1.21:2379	net	eth0	mac	92:00:07:a3:55:48
pd	10.0.1.21:2379	net	eth0	is-up	true
pd	10.0.1.21:2379	net	eth0	is-broadcast	true
pd	10.0.1.21:2379	net	eth0	is-multicast	true
pd	10.0.1.21:2379	net	eth0	is-loopback	false
pd	10.0.1.21:2379	net	eth0	is-point-to-point	false
pd	10.0.1.21:2379	net	eth0	addresses	100.64.165.183/32,2a01:4f8:1c18:c832::1/64,fe80::9000:7ff:fea3:5548/64
pd	10.0.1.21:2379	net	lo	mac	
pd	10.0.1.21:2379	net	lo	is-up	true
pd	10.0.1.21:2379	net	lo	is-broadcast	false
pd	10.0.1.21:2379	net	lo	is-multicast	false
pd	10.0.1.21:2379	net	lo	is-loopback	true
pd	10.0.1.21:2379	net	lo	is-point-to-point	false
pd	10.0.1.21:2379	net	lo	addresses	127.0.0.1/8,::1/128
tikv	10.0.1.24:20160	cpu	cpu	cpu-logical-cores	12
tikv	10.0.1.24:20160	cpu	cpu	cpu-physical-cores	12
tikv	10.0.1.24:20160	cpu	cpu	cpu-frequency	0MHz
tikv	10.0.1.24:20160	cpu	cpu	cpu-vendor-id	AuthenticAMD
tikv	10.0.1.24:20160	cpu	cpu	cpu-arch	amd64
tikv	10.0.1.24:20160	cpu	cpu	l1-cache-size	32768
tikv	10.0.1.24:20160	cpu	cpu	l1-cache-line-size	64
tikv	10.0.1.24:20160	cpu	cpu	l2-cache-size	1048576
tikv	10.0.1.24:20160	cpu	cpu	l2-cache-line-size	64
tikv	10.0.1.24:20160	cpu	cpu	l3-cache-size	33554432
tikv	10.0.1.24:20160	cpu	cpu	l3-cache-line-size	64
tikv	10.0.1.24:20160	disk	/dev/sda1	type	SSD
tikv	10.0.1.24:20160	disk	/dev/sda1	fstype	ext4
tikv	10.0.1.24:20160	disk	/dev/sda1	path	/
